|batsman|venue|final_score_bat|matches
1000|DJM Short|Rajiv Gandhi International Stadium, Uppal|11.2735|1
1001|DJM Short|Sawai Mansingh Stadium|14.9485|1
1002|DJM Short|Wankhede Stadium|11.2735|1
1003|DL Chahar|Dubai International Cricket Stadium|9.238249999999999|1
1004|DL Chahar|Feroz Shah Kotla|8.800749999999999|1
1005|DL Chahar|MA Chidambaram Stadium, Chepauk|8.62575|1
1006|DL Chahar|Maharashtra Cricket Association Stadium|20.197499999999998|2
1007|DL Chahar|Sharjah Cricket Stadium|8.62575|1
1008|DL Chahar|Wankhede Stadium|9.618|1
1009|DL Vettori|Eden Gardens|2.4|1
1010|DL Vettori|Feroz Shah Kotla|2.775|1
1011|DL Vettori|M Chinnaswamy Stadium|2.4|1
1012|DL Vettori|MA Chidambaram Stadium, Chepauk|1.875|1
1013|DL Vettori|New Wanderers Stadium|2.1|1
1014|DL Vettori|OUTsurance Oval|1.875|1
1015|DL Vettori|Punjab Cricket Association Stadium, Mohali|1.95|1
1016|DL Vettori|Rajiv Gandhi International Stadium, Uppal|2.025|1
1017|DL Vettori|SuperSport Park|3.9749999999999996|1
1018|DM Bravo|Maharashtra Cricket Association Stadium|2.025|1
1019|DNT Zoysa|Rajiv Gandhi International Stadium, Uppal|1.7625|1
1020|DP Nannes|Barabati Stadium|-0.30074999999999996|1
1021|DP Nannes|Feroz Shah Kotla|-0.15074999999999997|1
1022|DP Vijaykumar|Feroz Shah Kotla|0.1875|1
1023|DPMD Jayawardene|Barabati Stadium|7.428750000000001|1
1024|DPMD Jayawardene|Brabourne Stadium|7.87875|1
1025|DPMD Jayawardene|De Beers Diamond Oval|9.60375|1
1026|DPMD Jayawardene|Dr DY Patil Sports Academy|6.5287500000000005|1
1027|DPMD Jayawardene|Eden Gardens|10.35375|1
1028|DPMD Jayawardene|Feroz Shah Kotla|8.09475|1
1029|DPMD Jayawardene|Himachal Pradesh Cricket Association Stadium|9.3975|1
1030|DPMD Jayawardene|Holkar Cricket Stadium|9.453750000000001|1
1031|DPMD Jayawardene|Kingsmead|7.383750000000001|1
1032|DPMD Jayawardene|M Chinnaswamy Stadium|7.76625|1
1033|DPMD Jayawardene|MA Chidambaram Stadium, Chepauk|7.76625|1
1034|DPMD Jayawardene|Nehru Stadium|8.043750000000001|1
1035|DPMD Jayawardene|Newlands|6.866250000000001|1
1036|DPMD Jayawardene|Punjab Cricket Association Stadium, Mohali|7.5127500000000005|1
1037|DPMD Jayawardene|Rajiv Gandhi International Stadium, Uppal|8.47875|1
1038|DPMD Jayawardene|Sawai Mansingh Stadium|7.77375|1
1039|DPMD Jayawardene|Shaheed Veer Narayan Singh International Stadium|7.01625|1
1040|DPMD Jayawardene|St George's Park|10.27875|1
1041|DPMD Jayawardene|Subrata Roy Sahara Stadium|8.17875|1
1042|DPMD Jayawardene|SuperSport Park|9.67875|1
1043|DPMD Jayawardene|Wankhede Stadium|7.6537500000000005|1
1044|DR Martyn|M Chinnaswamy Stadium|5.25|1
1045|DR Shorey|MA Chidambaram Stadium, Chepauk|3.5|1
1046|DR Shorey|Maharashtra Cricket Association Stadium|4.0249999999999995|1
1047|DR Smith|Barabati Stadium|8.589|1
1048|DR Smith|Brabourne Stadium|10.089|1
1049|DR Smith|Buffalo Park|11.964|1
1050|DR Smith|De Beers Diamond Oval|11.814|1
1051|DR Smith|Dr DY Patil Sports Academy|8.664|1
1052|DR Smith|Dubai International Cricket Stadium|11.2515|1
1053|DR Smith|Eden Gardens|10.37025|1
1054|DR Smith|Feroz Shah Kotla|10.80675|1
1055|DR Smith|Green Park|10.14525|1
1056|DR Smith|JSCA International Stadium Complex|10.284|1
1057|DR Smith|Kingsmead|9.489|1
1058|DR Smith|M Chinnaswamy Stadium|10.75125|1
1059|DR Smith|MA Chidambaram Stadium, Chepauk|9.6765|1
1060|DR Smith|Maharashtra Cricket Association Stadium|10.6515|1
1061|DR Smith|Punjab Cricket Association IS Bindra Stadium, Mohali|13.839|1
1062|DR Smith|Rajiv Gandhi International Stadium, Uppal|10.107750000000001|1
1063|DR Smith|Sardar Patel Stadium, Motera|11.289|1
1064|DR Smith|Saurashtra Cricket Association Stadium|9.714|1
1065|DR Smith|Sawai Mansingh Stadium|11.8515|1
1066|DR Smith|Shaheed Veer Narayan Singh International Stadium|9.639000000000001|1
1067|DR Smith|Sharjah Cricket Stadium|13.239|1
1068|DR Smith|Sheikh Zayed Stadium|11.8515|1
1069|DR Smith|St George's Park|8.814|1
1070|DR Smith|Subrata Roy Sahara Stadium|8.289|1
1071|DR Smith|SuperSport Park|10.689|1
1072|DR Smith|Vidarbha Cricket Association Stadium, Jamtha|8.9265|1
1073|DR Smith|Wankhede Stadium|10.137000000000002|1
1074|DS Kulkarni|Buffalo Park|0.6217499999999999|1
1075|DS Kulkarni|Dubai International Cricket Stadium|2.64675|1
1076|DS Kulkarni|Feroz Shah Kotla|0.7717499999999999|1
1077|DS Kulkarni|Kingsmead|0.6217499999999999|1
1078|DS Kulkarni|M Chinnaswamy Stadium|1.0964999999999998|1
1079|DS Kulkarni|Maharashtra Cricket Association Stadium|0.7717499999999999|1
1080|DS Kulkarni|Punjab Cricket Association Stadium, Mohali|0.6967499999999999|1
1081|DS Kulkarni|Rajiv Gandhi International Stadium, Uppal|2.4224999999999994|2
1082|DS Kulkarni|Sardar Patel Stadium, Motera|0.8467499999999999|1
1083|DS Kulkarni|Saurashtra Cricket Association Stadium|0.9967499999999999|1
1084|DS Kulkarni|Sawai Mansingh Stadium|1.9757499999999997|1
1085|DS Kulkarni|Sharjah Cricket Stadium|1.8007499999999996|1
1086|DS Kulkarni|SuperSport Park|1.07175|1
1087|DS Kulkarni|Wankhede Stadium|0.9967499999999999|1
1088|DS Lehmann|Feroz Shah Kotla|2.4375|1
1089|DS Lehmann|Sawai Mansingh Stadium|3.6374999999999997|1
1090|DT Christian|Dr DY Patil Sports Academy|4.5104999999999995|1
1091|DT Christian|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|4.998|1
1092|DT Christian|Eden Gardens|4.7355|1
1093|DT Christian|Feroz Shah Kotla|13.334999999999999|2
1094|DT Christian|Holkar Cricket Stadium|4.7355|1
1095|DT Christian|M Chinnaswamy Stadium|3.6479999999999997|1
1096|DT Christian|MA Chidambaram Stadium, Chepauk|4.2105|1
1097|DT Christian|Maharashtra Cricket Association Stadium|4.6979999999999995|1
1098|DT Christian|Nehru Stadium|4.1354999999999995|1
1099|DT Christian|Punjab Cricket Association IS Bindra Stadium, Mohali|10.349499999999999|1
1100|DT Christian|Punjab Cricket Association Stadium, Mohali|5.2604999999999995|1
1101|DT Christian|Rajiv Gandhi International Stadium, Uppal|13.785250000000001|2
1102|DT Christian|Sawai Mansingh Stadium|5.6354999999999995|1
1103|DT Christian|Wankhede Stadium|4.23525|1
1104|DT Patil|M Chinnaswamy Stadium|1.875|1
1105|DT Patil|Sawai Mansingh Stadium|2.25|1
1106|DW Steyn|Barabati Stadium|1.6432499999999999|1
1107|DW Steyn|Dr DY Patil Sports Academy|1.49325|1
1108|DW Steyn|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|1.38075|1
1109|DW Steyn|Dubai International Cricket Stadium|2.7842499999999997|1
1110|DW Steyn|Eden Gardens|1.6432499999999999|1
1111|DW Steyn|Feroz Shah Kotla|1.49325|1
1112|DW Steyn|M Chinnaswamy Stadium|1.30575|1
1113|DW Steyn|Punjab Cricket Association Stadium, Mohali|1.19325|1
1114|DW Steyn|Rajiv Gandhi International Stadium, Uppal|1.6184999999999998|1
1115|DW Steyn|Sardar Patel Stadium, Motera|1.79325|1
1116|DW Steyn|Saurashtra Cricket Association Stadium|1.19325|1
1117|DW Steyn|Sawai Mansingh Stadium|2.46825|1
1118|DW Steyn|Sharjah Cricket Stadium|2.01825|1
1119|DW Steyn|St George's Park|1.11825|1
1120|DW Steyn|Subrata Roy Sahara Stadium|1.41825|1
1121|DW Steyn|Vidarbha Cricket Association Stadium, Jamtha|1.11825|1
1122|DW Steyn|Wankhede Stadium|1.23075|1
1123|E Lewis|Eden Gardens|22.18125|1
1124|E Lewis|Feroz Shah Kotla|27.693749999999998|1
1125|E Lewis|Holkar Cricket Stadium|21.04375|1
1126|E Lewis|MA Chidambaram Stadium, Chepauk|24.893749999999997|1
1127|E Lewis|Maharashtra Cricket Association Stadium|27.518749999999997|1
1128|E Lewis|Rajiv Gandhi International Stadium, Uppal|24.36875|1
1129|E Lewis|Sawai Mansingh Stadium|19.29375|1
1130|E Lewis|Wankhede Stadium|24.347749999999998|1
1131|EJG Morgan|Brabourne Stadium|7.905749999999999|1
1132|EJG Morgan|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.330749999999999|1
1133|EJG Morgan|Dubai International Cricket Stadium|19.146749999999997|1
1134|EJG Morgan|Eden Gardens|6.64425|1
1135|EJG Morgan|Feroz Shah Kotla|6.10575|1
1136|EJG Morgan|M Chinnaswamy Stadium|5.9407499999999995|1
1137|EJG Morgan|MA Chidambaram Stadium, Chepauk|6.705749999999999|1
1138|EJG Morgan|Maharashtra Cricket Association Stadium|5.580749999999999|1
1139|EJG Morgan|Nehru Stadium|10.230749999999999|1
1140|EJG Morgan|Punjab Cricket Association IS Bindra Stadium, Mohali|7.23075|1
1141|EJG Morgan|Punjab Cricket Association Stadium, Mohali|8.80575|1
1142|EJG Morgan|Rajiv Gandhi International Stadium, Uppal|6.5895|1
1143|EJG Morgan|Sawai Mansingh Stadium|9.105749999999999|1
1144|EJG Morgan|Shaheed Veer Narayan Singh International Stadium|6.430499999999999|1
1145|EJG Morgan|Sharjah Cricket Stadium|17.689|1
1146|EJG Morgan|Sheikh Zayed Stadium|16.89275|1
1147|EJG Morgan|Subrata Roy Sahara Stadium|6.405749999999999|1
1148|EJG Morgan|Wankhede Stadium|5.655749999999999|1
1149|ER Dwivedi|Feroz Shah Kotla|5.325|1
1150|ER Dwivedi|M Chinnaswamy Stadium|6.375|1
1151|F Behardien|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|1.4257499999999999|1
1152|F Behardien|M Chinnaswamy Stadium|1.0507499999999999|1
1153|F Behardien|Punjab Cricket Association IS Bindra Stadium, Mohali|1.72575|1
1154|F du Plessis|Barabati Stadium|11.932500000000001|1
1155|F du Plessis|Brabourne Stadium|10.6575|1
1156|F du Plessis|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|38.45|2
1157|F du Plessis|Dubai International Cricket Stadium|33.18275|2
1158|F du Plessis|Eden Gardens|32.306250000000006|2
1159|F du Plessis|Feroz Shah Kotla|9.1575|1
1160|F du Plessis|JSCA International Stadium Complex|9.982500000000002|1
1161|F du Plessis|M Chinnaswamy Stadium|11.295000000000002|1
1162|F du Plessis|M.Chinnaswamy Stadium|19.6175|1
1163|F du Plessis|MA Chidambaram Stadium, Chepauk|34.34275|2
1164|F du Plessis|Maharashtra Cricket Association Stadium|31.237750000000005|2
1165|F du Plessis|Punjab Cricket Association IS Bindra Stadium, Mohali|48.60000000000001|2
1166|F du Plessis|Punjab Cricket Association Stadium, Mohali|12.1575|1
1167|F du Plessis|Rajiv Gandhi International Stadium, Uppal|33.92025|2
1168|F du Plessis|Sardar Patel Stadium, Motera|8.1075|1
1169|F du Plessis|Saurashtra Cricket Association Stadium|13.207500000000001|1
1170|F du Plessis|Sawai Mansingh Stadium|19.9675|1
1171|F du Plessis|Shaheed Veer Narayan Singh International Stadium|10.207500000000001|1
1172|F du Plessis|Sharjah Cricket Stadium|34.41725|2
1173|F du Plessis|Sheikh Zayed Stadium|34.393750000000004|2
1174|F du Plessis|Subrata Roy Sahara Stadium|11.257500000000002|1
1175|F du Plessis|Wankhede Stadium|35.137750000000004|2
1176|FH Edwards|Kingsmead|-0.15|1
1177|FH Edwards|Newlands|0.0|1
1178|FY Fazal|Eden Gardens|4.8142499999999995|1
1179|FY Fazal|Feroz Shah Kotla|4.21425|1
1180|FY Fazal|Holkar Cricket Stadium|5.41425|1
1181|FY Fazal|MA Chidambaram Stadium, Chepauk|4.51425|1
1182|FY Fazal|Punjab Cricket Association Stadium, Mohali|7.58925|1
1183|FY Fazal|Sardar Patel Stadium, Motera|5.6145|1
1184|FY Fazal|Sawai Mansingh Stadium|4.96425|1
1185|FY Fazal|Vidarbha Cricket Association Stadium, Jamtha|6.91425|1
1186|G Gambhir|Barabati Stadium|10.29825|1
1187|G Gambhir|Brabourne Stadium|8.298|1
1188|G Gambhir|Buffalo Park|9.048|1
1189|G Gambhir|Dr DY Patil Sports Academy|9.685500000000001|1
1190|G Gambhir|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|7.923000000000001|1
1191|G Gambhir|Dubai International Cricket Stadium|7.623000000000001|1
1192|G Gambhir|Eden Gardens|29.09075|2
1193|G Gambhir|Feroz Shah Kotla|28.893250000000002|2
1194|G Gambhir|Green Park|8.223|1
1195|G Gambhir|JSCA International Stadium Complex|8.423250000000001|1
1196|G Gambhir|Kingsmead|9.873000000000001|1
1197|G Gambhir|M Chinnaswamy Stadium|9.8655|1
1198|G Gambhir|M.Chinnaswamy Stadium|18.312|1
1199|G Gambhir|MA Chidambaram Stadium, Chepauk|9.62625|1
1200|G Gambhir|Maharashtra Cricket Association Stadium|9.723|1
1201|G Gambhir|Nehru Stadium|7.623000000000001|1
1202|G Gambhir|New Wanderers Stadium|9.072750000000001|1
1203|G Gambhir|Newlands|8.748000000000001|1
1204|G Gambhir|OUTsurance Oval|8.223|1
1205|G Gambhir|Punjab Cricket Association IS Bindra Stadium, Mohali|36.61|2
1206|G Gambhir|Punjab Cricket Association Stadium, Mohali|11.673|1
1207|G Gambhir|Rajiv Gandhi International Stadium, Uppal|9.672750000000002|1
1208|G Gambhir|Sardar Patel Stadium, Motera|9.9855|1
1209|G Gambhir|Saurashtra Cricket Association Stadium|13.323|1
1210|G Gambhir|Sawai Mansingh Stadium|10.023000000000001|1
1211|G Gambhir|Sharjah Cricket Stadium|7.623000000000001|1
1212|G Gambhir|Sheikh Zayed Stadium|8.77275|1
1213|G Gambhir|St George's Park|8.823|1
1214|G Gambhir|Subrata Roy Sahara Stadium|9.92325|1
1215|G Gambhir|SuperSport Park|8.973|1
1216|G Gambhir|Wankhede Stadium|29.72775|2
1217|GB Hogg|Eden Gardens|1.23675|1
1218|GB Hogg|MA Chidambaram Stadium, Chepauk|1.01175|1
1219|GB Hogg|Sawai Mansingh Stadium|1.83675|1
1220|GB Hogg|Wankhede Stadium|1.01175|1
1221|GC Smith|Brabourne Stadium|8.82375|1
1222|GC Smith|De Beers Diamond Oval|8.03625|1
1223|GC Smith|Dr DY Patil Sports Academy|7.57875|1
1224|GC Smith|Eden Gardens|8.67375|1
1225|GC Smith|Kingsmead|10.47375|1
1226|GC Smith|M Chinnaswamy Stadium|10.54875|1
1227|GC Smith|MA Chidambaram Stadium, Chepauk|13.69875|1
1228|GC Smith|Newlands|7.3485|1
1229|GC Smith|OUTsurance Oval|6.87375|1
1230|GC Smith|Rajiv Gandhi International Stadium, Uppal|12.19875|1
1231|GC Smith|Sardar Patel Stadium, Motera|8.22375|1
1232|GC Smith|Sawai Mansingh Stadium|9.51375|1
1233|GC Smith|St George's Park|6.87375|1
1234|GC Smith|SuperSport Park|8.52375|1
1235|GC Smith|Wankhede Stadium|8.74875|1
1236|GC Viljoen|Feroz Shah Kotla|-1.05175|1
1237|GC Viljoen|M.Chinnaswamy Stadium|-1.4017499999999998|1
1238|GC Viljoen|Punjab Cricket Association IS Bindra Stadium, Mohali|-1.2267499999999998|1
1239|GD McGrath|Dr DY Patil Sports Academy|-0.44999999999999996|1
1240|GD McGrath|Wankhede Stadium|-0.15|1
1241|GH Vihari|Eden Gardens|2.6205|1
1242|GH Vihari|Feroz Shah Kotla|8.885|2
1243|GH Vihari|M Chinnaswamy Stadium|2.658|1
1244|GH Vihari|MA Chidambaram Stadium, Chepauk|2.5079999999999996|1
1245|GH Vihari|Punjab Cricket Association IS Bindra Stadium, Mohali|5.851999999999999|1
1246|GH Vihari|Punjab Cricket Association Stadium, Mohali|2.8829999999999996|1
1247|GH Vihari|Rajiv Gandhi International Stadium, Uppal|3.7994999999999997|1
1248|GH Vihari|Sawai Mansingh Stadium|2.658|1
1249|GH Vihari|Subrata Roy Sahara Stadium|2.433|1
1250|GH Vihari|Wankhede Stadium|4.4955|1
1251|GJ Bailey|Barabati Stadium|6.771749999999999|1
1252|GJ Bailey|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.096749999999999|1
1253|GJ Bailey|Dubai International Cricket Stadium|6.021749999999999|1
1254|GJ Bailey|Eden Gardens|7.034249999999999|1
1255|GJ Bailey|Feroz Shah Kotla|5.721749999999999|1
1256|GJ Bailey|Kingsmead|5.946749999999999|1
1257|GJ Bailey|M Chinnaswamy Stadium|5.15175|1
1258|GJ Bailey|MA Chidambaram Stadium, Chepauk|4.896749999999999|1
1259|GJ Bailey|Maharashtra Cricket Association Stadium|7.396499999999999|1
1260|GJ Bailey|Punjab Cricket Association Stadium, Mohali|6.257249999999999|1
1261|GJ Bailey|Rajiv Gandhi International Stadium, Uppal|6.359249999999999|1
1262|GJ Bailey|Sharjah Cricket Stadium|5.571749999999999|1
1263|GJ Bailey|Sheikh Zayed Stadium|5.87175|1
1264|GJ Bailey|SuperSport Park|7.071749999999999|1
1265|GJ Bailey|Wankhede Stadium|6.746999999999999|1
1266|GJ Maxwell|Barabati Stadium|10.785|1
1267|GJ Maxwell|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.885000000000001|1
1268|GJ Maxwell|Dubai International Cricket Stadium|25.09925|2
1269|GJ Maxwell|Eden Gardens|33.35|2
1270|GJ Maxwell|Feroz Shah Kotla|25.633000000000003|2
1271|GJ Maxwell|Himachal Pradesh Cricket Association Stadium|6.885000000000001|1
1272|GJ Maxwell|Holkar Cricket Stadium|10.05975|1
1273|GJ Maxwell|M Chinnaswamy Stadium|7.41|1
1274|GJ Maxwell|M.Chinnaswamy Stadium|16.765|1
1275|GJ Maxwell|Maharashtra Cricket Association Stadium|25.031250000000004|2
1276|GJ Maxwell|Punjab Cricket Association IS Bindra Stadium, Mohali|8.516250000000001|1
1277|GJ Maxwell|Punjab Cricket Association Stadium, Mohali|7.335000000000001|1
1278|GJ Maxwell|Rajiv Gandhi International Stadium, Uppal|24.518750000000004|2
1279|GJ Maxwell|Sardar Patel Stadium, Motera|6.960000000000001|1
1280|GJ Maxwell|Saurashtra Cricket Association Stadium|8.047500000000001|1
1281|GJ Maxwell|Sawai Mansingh Stadium|19.04|1
1282|GJ Maxwell|Sharjah Cricket Stadium|32.125|2
1283|GJ Maxwell|Sheikh Zayed Stadium|28.65|2
1284|GJ Maxwell|Subrata Roy Sahara Stadium|7.86|1
1285|GJ Maxwell|Wankhede Stadium|27.235|2
1286|GR Napier|Buffalo Park|4.05|1
1287|Gurkeerat Singh|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.538499999999999|1
1288|Gurkeerat Singh|Dubai International Cricket Stadium|12.106499999999999|1
1289|Gurkeerat Singh|Eden Gardens|5.475749999999999|1
1290|Gurkeerat Singh|Feroz Shah Kotla|19.994999999999997|2
1291|Gurkeerat Singh|Himachal Pradesh Cricket Association Stadium|5.3759999999999994|1
1292|Gurkeerat Singh|M Chinnaswamy Stadium|5.7509999999999994|1
1293|Gurkeerat Singh|M.Chinnaswamy Stadium|16.481499999999997|1
1294|Gurkeerat Singh|MA Chidambaram Stadium, Chepauk|4.400999999999999|1
1295|Gurkeerat Singh|Maharashtra Cricket Association Stadium|5.225999999999999|1
1296|Gurkeerat Singh|Punjab Cricket Association IS Bindra Stadium, Mohali|6.425999999999999|1
1297|Gurkeerat Singh|Punjab Cricket Association Stadium, Mohali|5.6865|1
1298|Gurkeerat Singh|Rajiv Gandhi International Stadium, Uppal|5.150999999999999|1
1299|Gurkeerat Singh|Saurashtra Cricket Association Stadium|4.400999999999999|1
1300|Gurkeerat Singh|Sawai Mansingh Stadium|5.150999999999999|1
1301|Gurkeerat Singh|Sharjah Cricket Stadium|12.893999999999998|1
1302|Gurkeerat Singh|Sheikh Zayed Stadium|13.331499999999998|1
1303|Gurkeerat Singh|Wankhede Stadium|4.550999999999999|1
1304|H Das|Rajiv Gandhi International Stadium, Uppal|-0.075|1
1305|H Klaasen|Eden Gardens|9.45|1
1306|H Klaasen|Feroz Shah Kotla|6.824999999999999|1
1307|H Klaasen|M.Chinnaswamy Stadium|7.35|1
1308|H Klaasen|Maharashtra Cricket Association Stadium|7.5249999999999995|1
1309|H Klaasen|Sawai Mansingh Stadium|9.1|1
1310|HF Gurney|MA Chidambaram Stadium, Chepauk|-0.875|1
1311|HH Gibbs|Barabati Stadium|8.91225|1
1312|HH Gibbs|Brabourne Stadium|8.16225|1
1313|HH Gibbs|Buffalo Park|6.88725|1
1314|HH Gibbs|De Beers Diamond Oval|7.8622499999999995|1
1315|HH Gibbs|Dr DY Patil Sports Academy|8.487|1
1316|HH Gibbs|Eden Gardens|11.237249999999998|1
1317|HH Gibbs|Feroz Shah Kotla|8.53725|1
1318|HH Gibbs|Kingsmead|11.64975|1
1319|HH Gibbs|M Chinnaswamy Stadium|7.14975|1
1320|HH Gibbs|MA Chidambaram Stadium, Chepauk|8.94975|1
1321|HH Gibbs|New Wanderers Stadium|9.5625|1
1322|HH Gibbs|Newlands|8.98725|1
1323|HH Gibbs|Punjab Cricket Association Stadium, Mohali|10.187249999999999|1
1324|HH Gibbs|Rajiv Gandhi International Stadium, Uppal|8.1435|1
1325|HH Gibbs|Sardar Patel Stadium, Motera|8.76225|1
1326|HH Gibbs|Sawai Mansingh Stadium|8.312249999999999|1
1327|HH Gibbs|St George's Park|7.4872499999999995|1
1328|HH Gibbs|SuperSport Park|8.01225|1
1329|HH Gibbs|Vidarbha Cricket Association Stadium, Jamtha|7.787249999999999|1
1330|HH Gibbs|Wankhede Stadium|7.8622499999999995|1
1331|HH Pandya|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.449249999999999|1
1332|HH Pandya|Dubai International Cricket Stadium|16.5795|1
1333|HH Pandya|Eden Gardens|29.62225|2
1334|HH Pandya|Feroz Shah Kotla|25.684749999999998|2
1335|HH Pandya|Green Park|6.449249999999999|1
1336|HH Pandya|Holkar Cricket Stadium|24.897499999999997|2
1337|HH Pandya|M Chinnaswamy Stadium|6.86175|1
1338|HH Pandya|M.Chinnaswamy Stadium|20.99825|1
1339|HH Pandya|MA Chidambaram Stadium, Chepauk|24.472499999999997|2
1340|HH Pandya|Maharashtra Cricket Association Stadium|24.647499999999994|2
1341|HH Pandya|Punjab Cricket Association IS Bindra Stadium, Mohali|25.472499999999997|2
1342|HH Pandya|Rajiv Gandhi International Stadium, Uppal|23.0475|2
1343|HH Pandya|Saurashtra Cricket Association Stadium|6.22425|1
1344|HH Pandya|Sawai Mansingh Stadium|16.18575|1
1345|HH Pandya|Sharjah Cricket Stadium|18.723249999999997|1
1346|HH Pandya|Sheikh Zayed Stadium|17.979499999999998|1
1347|HH Pandya|Wankhede Stadium|24.226999999999997|2
1348|HM Amla|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|12.15|1
1349|HM Amla|Eden Gardens|12.9|1
1350|HM Amla|Feroz Shah Kotla|12.45|1
1351|HM Amla|Holkar Cricket Stadium|15.774749999999997|1
1352|HM Amla|M Chinnaswamy Stadium|11.4|1
1353|HM Amla|Punjab Cricket Association IS Bindra Stadium, Mohali|14.594999999999999|1
1354|HM Amla|Rajiv Gandhi International Stadium, Uppal|11.025|1
1355|HM Amla|Saurashtra Cricket Association Stadium|15.899999999999999|1
1356|HV Patel|Dubai International Cricket Stadium|6.739249999999999|1
1357|HV Patel|Eden Gardens|3.1882499999999996|1
1358|HV Patel|Feroz Shah Kotla|11.114249999999998|1
1359|HV Patel|JSCA International Stadium Complex|2.6632499999999997|1
1360|HV Patel|M Chinnaswamy Stadium|2.7809999999999997|1
1361|HV Patel|MA Chidambaram Stadium, Chepauk|2.5132499999999998|1
1362|HV Patel|Punjab Cricket Association IS Bindra Stadium, Mohali|5.864249999999999|1
1363|HV Patel|Rajiv Gandhi International Stadium, Uppal|2.8882499999999998|1
1364|HV Patel|Sharjah Cricket Stadium|8.66425|1
1365|HV Patel|Wankhede Stadium|2.96325|1
1366|Harbhajan Singh|Brabourne Stadium|3.4237500000000005|1
1367|Harbhajan Singh|Buffalo Park|3.64875|1
1368|Harbhajan Singh|Dr DY Patil Sports Academy|4.524|1
1369|Harbhajan Singh|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|4.36125|1
1370|Harbhajan Singh|Dubai International Cricket Stadium|3.27375|1
1371|Harbhajan Singh|Eden Gardens|3.9937500000000004|1
1372|Harbhajan Singh|Feroz Shah Kotla|3.4987500000000002|1
1373|Harbhajan Singh|Green Park|3.27375|1
1374|Harbhajan Singh|Himachal Pradesh Cricket Association Stadium|3.4237500000000005|1
1375|Harbhajan Singh|Kingsmead|3.8737500000000002|1
1376|Harbhajan Singh|M Chinnaswamy Stadium|3.0990000000000006|1
1377|Harbhajan Singh|MA Chidambaram Stadium, Chepauk|12.11875|2
1378|Harbhajan Singh|Maharashtra Cricket Association Stadium|10.43875|1
1379|Harbhajan Singh|Newlands|3.3487500000000003|1
1380|Harbhajan Singh|Punjab Cricket Association Stadium, Mohali|3.4425000000000003|1
1381|Harbhajan Singh|Rajiv Gandhi International Stadium, Uppal|3.1237500000000002|1
1382|Harbhajan Singh|Saurashtra Cricket Association Stadium|3.0487500000000005|1
1383|Harbhajan Singh|Sawai Mansingh Stadium|3.46125|1
1384|Harbhajan Singh|Sharjah Cricket Stadium|3.79875|1
1385|Harbhajan Singh|Sheikh Zayed Stadium|3.0487500000000005|1
1386|Harbhajan Singh|St George's Park|3.7612500000000004|1
1387|Harbhajan Singh|Subrata Roy Sahara Stadium|3.1987500000000004|1
1388|Harbhajan Singh|SuperSport Park|3.4987500000000002|1
1389|Harbhajan Singh|Wankhede Stadium|11.948|2
1390|Harmeet Singh|Dr DY Patil Sports Academy|1.53675|1
1391|Harmeet Singh|Eden Gardens|2.58675|1
1392|Harmeet Singh|Punjab Cricket Association Stadium, Mohali|1.7617500000000001|1
1393|Harmeet Singh|Sawai Mansingh Stadium|1.61175|1
1394|Harpreet Brar|Feroz Shah Kotla|18.724999999999998|1
1395|Harpreet Singh|M Chinnaswamy Stadium|0.9007499999999999|1
1396|Harpreet Singh|Sawai Mansingh Stadium|1.8007499999999999|1
1397|Harpreet Singh|Subrata Roy Sahara Stadium|1.2757499999999997|1
1398|I Malhotra|Rajiv Gandhi International Stadium, Uppal|3.675|1
1399|I Sharma|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|1.498|1
1400|I Sharma|Eden Gardens|0.06075|1
1401|I Sharma|M Chinnaswamy Stadium|-0.108|1
1402|I Sharma|MA Chidambaram Stadium, Chepauk|0.0795|1
1403|I Sharma|Maharashtra Cricket Association Stadium|-0.032999999999999995|1
1404|I Sharma|Newlands|0.267|1
1405|I Sharma|Punjab Cricket Association IS Bindra Stadium, Mohali|0.267|1
1406|I Sharma|Rajiv Gandhi International Stadium, Uppal|-0.00824999999999999|1
1407|I Sharma|Sawai Mansingh Stadium|-0.032999999999999995|1
1408|I Sharma|St George's Park|0.342|1
1409|I Sharma|Wankhede Stadium|0.192|1
1410|IC Pandey|M Chinnaswamy Stadium|-1.125|1
1411|IK Pathan|Barabati Stadium|8.174249999999999|1
1412|IK Pathan|Brabourne Stadium|5.024249999999999|1
1413|IK Pathan|De Beers Diamond Oval|4.42425|1
